iter	Logloss
377	0.1146588277
378	0.1143134249
379	0.1140842811
380	0.1138644905
381	0.1136478629
382	0.1135551854
383	0.1133316363
384	0.113021832
385	0.1128713269
386	0.1126509562
387	0.1124796005
388	0.1124040715
389	0.1121667293
390	0.1119204141
391	0.1117520654
392	0.1115552797
393	0.1113883907
394	0.1112005581
395	0.1109953999
396	0.1108323469
397	0.1106311996
398	0.1104323703
399	0.1103004934
400	0.1101467873
401	0.1099326128
402	0.1098406329
403	0.1097049347
404	0.1094405459
405	0.1092839217
406	0.1091242975
407	0.109003169
408	0.1088702206
409	0.1086797691
410	0.10852854
411	0.1084166818
412	0.1083219072
413	0.1081225033
414	0.1078566659
415	0.1077569842
416	0.1076793843
417	0.1074323468
418	0.1072398901
419	0.1070320739
420	0.1068652503
421	0.1067564369
422	0.1065674915
423	0.1064334238
424	0.1062661256
425	0.105999167
426	0.1058685274
427	0.1056845285
428	0.1055797463
429	0.1054696603
430	0.1053267794
431	0.1051852911
432	0.1050155751
433	0.10483504
434	0.1046697189
435	0.1045495664
436	0.1043480196
437	0.1042746653
438	0.104121396
439	0.1039489831
440	0.1038085444
441	0.1036949526
442	0.1035008534
443	0.103366738
444	0.103155784
445	0.1029391142
446	0.1027285581
447	0.1026345506
448	0.1025248292
449	0.102323073
450	0.1021755021
451	0.1019981377
452	0.1018469048
453	0.1016803807
454	0.1015253888
455	0.1012994905
456	0.10122832
457	0.1010368892
458	0.1008946342
459	0.1007760209
460	0.1006451729
461	0.1004790749
462	0.1002923247
463	0.1001838074
464	0.1000661011
465	0.09995153035
466	0.09978853284
467	0.0996315247
468	0.09947032181
469	0.0993427738
470	0.09919022606
471	0.09905462596
472	0.09884287571
473	0.09869449711
474	0.09852195649
475	0.09839428465
476	0.0982657001
477	0.09817417205
478	0.09806162774
479	0.09788269728
480	0.09770962547
481	0.09758850305
482	0.09743863633
483	0.09726593974
484	0.09706388547
485	0.09684960319
486	0.0967502278
487	0.09662020953
488	0.09641494251
489	0.09630616452
490	0.09618395188
491	0.09602832679
492	0.09588204055
493	0.09575874924
494	0.09557362105
495	0.09549833293
496	0.09539322788
497	0.09518188695
498	0.09502608201
499	0.09486192813
500	0.09471903673
501	0.09456621674
502	0.09440726106
503	0.09429305218
504	0.09415764376
505	0.09401056516
506	0.09391415544
507	0.09380567968
508	0.09373487956
509	0.09362460911
510	0.09355303253
511	0.09343872431
512	0.09331220754
513	0.09319595489
514	0.09306225284
515	0.09292760182
516	0.09278363446
517	0.09264213213
518	0.09251385058
519	0.09233998084
520	0.09216888702
521	0.09207662746
522	0.09196847305
523	0.09185867726
524	0.0916963281
525	0.09159885742
526	0.09150757969
527	0.09134851035
528	0.09120047465
529	0.0910401973
530	0.09093720399
531	0.09084199371
532	0.09069383031
533	0.09060030522
534	0.09050689154
535	0.09037564494
536	0.09023812531
537	0.09009523786
538	0.0899413203
539	0.08988381404
540	0.08976664385
541	0.08965660324
542	0.08951095044
543	0.08938870076
544	0.08927001857
545	0.08909500934
546	0.08894859916
547	0.0888021553
548	0.08868619201
549	0.0886172504
550	0.08851230441
551	0.08840733029
552	0.08832957329
553	0.08823117128
554	0.08813827171
555	0.08806335616
556	0.08796675223
557	0.08786507756
558	0.08773767604
559	0.0876798807
560	0.08757338301
561	0.08751702485
562	0.08743513538
563	0.08732338758
564	0.08719015116
565	0.08707744354
566	0.08701160559
567	0.08687861416
568	0.08681566536
569	0.08672073682
570	0.08660769133
571	0.08655945464
572	0.08643446961
573	0.0863185093
574	0.08618525725
575	0.08605903805
576	0.08593713071
577	0.08584591595
578	0.08578839636
579	0.08567404511
580	0.08555926108
581	0.08544624938
582	0.08534929311
583	0.08524299714
584	0.08518106769
585	0.08506745178
586	0.08495934838
587	0.08484968705
588	0.08474192778
589	0.08464546289
590	0.08456582434
591	0.08444983033
592	0.08435056208
593	0.08426336374
594	0.08418750195
595	0.08408207198
596	0.08400790247
597	0.08387991134
598	0.0837840886
599	0.08371506411
600	0.08364518345
601	0.08356285693
602	0.08351313374
603	0.08341669457
604	0.08332268291
605	0.08320923434
606	0.08313046374
607	0.08305722009
608	0.08299275306
609	0.08290964887
610	0.08276949213
611	0.08270644143
612	0.08262658844
613	0.0825031863
614	0.0823823527
615	0.08227292936
616	0.08217776072
617	0.08207224077
618	0.0819631174
619	0.08186258022
620	0.08173377357
621	0.08164866985
622	0.08156688034
623	0.08148132848
624	0.08138882387
625	0.0813332333
626	0.08123840273
627	0.08119073688
628	0.08114715648
629	0.08105581052
630	0.08096477441
631	0.08085487309
632	0.08080954823
633	0.08070261497
634	0.08065882604
635	0.08052939718
636	0.08046174842
637	0.08036043085
638	0.08025784123
639	0.08015673886
640	0.08008201407
641	0.08002305045
642	0.07990463756
643	0.07981776789
644	0.0796951876
645	0.07960273448
646	0.07950067971
647	0.07941886796
648	0.07930657443
649	0.07920996975
650	0.07915069676
651	0.07908770594
652	0.07903164725
653	0.07889917323
654	0.07886025433
655	0.07875171379
656	0.078688497
657	0.0786016366
658	0.07851833901
659	0.07843676981
660	0.07835793245
661	0.0782830507
662	0.07817665374
663	0.0780608593
664	0.07801834934
665	0.07796313981
666	0.07786744564
667	0.07779284147
668	0.07772228402
669	0.0776303689
670	0.07754117479
671	0.07744604356
672	0.07734449776
673	0.07726194464
674	0.07717695243
675	0.07709295377
676	0.07704810164
677	0.07696615061
678	0.07688095729
679	0.07677889749
680	0.07672758926
681	0.07662972215
682	0.07653122606
683	0.07645376347
684	0.07638643681
685	0.07632627061
686	0.07620755879
687	0.07610066364
688	0.07602125186
689	0.0759131806
690	0.075856243
691	0.07574907296
692	0.07570968073
693	0.0756151774
694	0.07554838903
695	0.07548319644
696	0.07542512305
697	0.07535377568
698	0.07524267514
699	0.07517775744
700	0.07508499301
701	0.07496999708
702	0.07488447184
703	0.07482204764
704	0.07474293112
705	0.07463142126
706	0.07456596873
707	0.07448170266
708	0.07438790465
709	0.07432907351
710	0.07425391958
711	0.07418786552
712	0.0741385349
713	0.07408379168
714	0.0740005596
715	0.07391475639
716	0.07386442619
717	0.07382152853
718	0.07376775717
719	0.0736884392
720	0.07360033245
721	0.07355935391
722	0.07347874411
723	0.07339520164
724	0.07330992805
725	0.07323171501
726	0.07318008593
727	0.07310328015
728	0.07305793977
729	0.07299505878
730	0.07292542319
731	0.07287425997
732	0.07279845474
733	0.07272152547
734	0.0726661546
735	0.07261731025
736	0.07251995634
737	0.07246598966
738	0.07240285983
739	0.07233082538
740	0.07224295709
741	0.07218383938
742	0.07213077039
743	0.07204838794
744	0.07200332112
745	0.07191259433
746	0.0718053368
747	0.07173809459
748	0.07165189492
749	0.07158613415
750	0.07150665657
751	0.07140680995
752	0.07135700953
753	0.07131437718
754	0.07124690129
755	0.07116006234
756	0.07111789317
757	0.07105854092
758	0.07094297633
759	0.07086686394
760	0.07077496617
761	0.0707152828
762	0.07064677514
763	0.07058648951
764	0.07054505008
765	0.07048197127
766	0.07041051921
767	0.07034625096
768	0.07028045511
769	0.0702477758
770	0.07016772446
771	0.07010573909
772	0.07003692763
773	0.06996463679
774	0.06988885209
775	0.06985006511
776	0.0697852107
777	0.06974732444
778	0.06968669353
779	0.06963533349
780	0.06958928199
781	0.06952009192
782	0.06946544144
783	0.06939908585
784	0.06932944422
785	0.06926701289
786	0.0691900895
787	0.06910274197
788	0.06907153154
789	0.06901057772
790	0.0689378556
791	0.06888564508
792	0.06883862484
793	0.06874497282
794	0.06867829195
795	0.06861618364
796	0.06854384196
797	0.06847192281
798	0.06840273898
799	0.06832565734
800	0.06823838324
801	0.06819068222
802	0.06812840709
803	0.06809210907
804	0.06804728949
805	0.06800439136
806	0.06796255283
807	0.06790041421
808	0.06781597879
809	0.06775664149
810	0.06769422291
811	0.06760483363
812	0.06755453009
813	0.06749831272
814	0.06744876281
815	0.06738849162
816	0.06731859007
817	0.06727018193
818	0.06718537242
819	0.06709874699
820	0.06704194404
821	0.06696316782
822	0.06689542889
823	0.06685651954
824	0.06678943382
825	0.06674438497
826	0.06669246196
827	0.06663651949
828	0.06655445198
829	0.06649442067
830	0.06642245487
831	0.0663640439
832	0.06630734993
833	0.06623437756
834	0.06615325291
835	0.06609842495
836	0.06604118138
837	0.06596701926
838	0.06591317212
839	0.06586232055
840	0.06579790458
841	0.06575753803
842	0.0656906671
843	0.06565242626
844	0.06560243004
845	0.06552482061
846	0.06546930775
847	0.06542389372
848	0.06539173361
849	0.06532935271
850	0.06526614903
851	0.06520362985
852	0.06516823613
853	0.06511176714
854	0.06503392636
855	0.06499727356
856	0.06493308235
857	0.06486846999
858	0.06479546344
859	0.064738933
860	0.06468800009
861	0.06462302735
862	0.06458399
863	0.06452736544
864	0.06446247283
865	0.06441274121
866	0.06436147163
867	0.06429741669
868	0.06426626348
869	0.06421288705
870	0.06413709992
871	0.06407518269
872	0.06402353391
873	0.06397720114
874	0.06393941137
875	0.06389823043
876	0.06386789122
877	0.06382634531
878	0.06375819495
879	0.0637033848
880	0.06364231569
881	0.06359616412
882	0.0635418349
883	0.06351049029
884	0.06346114667
885	0.06343051664
886	0.06338094248
887	0.06330395568
888	0.06322982672
889	0.06317409172
890	0.0631239843
891	0.06305429145
892	0.06299135817
893	0.06292056345
894	0.06285418614
895	0.06281755626
896	0.06275051621
897	0.06270166335
898	0.06265324966
899	0.06259220652
900	0.06253011109
901	0.06248368852
902	0.06240962258
903	0.06232304851
904	0.06226289092
905	0.0622023956
906	0.06214810505
907	0.06209513202
908	0.06204067044
909	0.0619752955
910	0.06193162694
911	0.0618725532
912	0.06182891184
913	0.06176792239
914	0.06171910342
915	0.06165093858
916	0.06156963242
917	0.06150135125
918	0.0614386038
919	0.06137954293
920	0.0613286211
921	0.06128882456
922	0.06124242559
923	0.06119850689
924	0.0611355749
925	0.06105493197
926	0.0610068454
927	0.06093314619
928	0.06088045475
929	0.06082544032
930	0.06076614065
931	0.06070449743
932	0.06066245823
933	0.06062201561
934	0.0605697028
935	0.06053943854
936	0.06047857151
937	0.06044064066
938	0.06036841041
939	0.06031216701
940	0.06025306166
941	0.06019056579
942	0.06014479869
943	0.06006182588
944	0.06001230183
945	0.05996582999
946	0.05992162984
947	0.05988666092
948	0.05981462868
949	0.0597607589
950	0.05971208742
951	0.05966103554
952	0.0596301887
953	0.05958988917
954	0.05953383231
955	0.05948180875
956	0.05943626983
957	0.05937855761
958	0.05931383791
959	0.05925141081
960	0.05920631075
961	0.05914740352
962	0.05910105064
963	0.05904667794
964	0.05900511457
965	0.05896539068
966	0.05892247953
967	0.05888661491
968	0.05883770444
969	0.05877151685
970	0.05872193076
971	0.05866839367
972	0.05861838641
973	0.05856097244
974	0.05851642603
975	0.05847970138
976	0.05842513807
977	0.0583811942
978	0.05832818083
979	0.058285952
980	0.05824950155
981	0.05820971771
982	0.05814388016
983	0.05808564732
984	0.05803655881
985	0.05799262425
986	0.05794310522
987	0.0579132335
988	0.05786992216
989	0.05783790956
990	0.05781459256
991	0.05776967433
992	0.0577223827
993	0.05768059356
994	0.05763569345
995	0.05759447726
996	0.0575540666
997	0.05750125379
998	0.05744735319
999	0.05740001697
1000	0.05735809036
1001	0.05728931617
1002	0.05725145979
1003	0.0572126045
1004	0.05715854708
1005	0.05711167427
1006	0.05707616751
1007	0.05704437599
1008	0.0570039865
1009	0.05696406239
1010	0.05689936775
1011	0.05683196641
1012	0.05678516303
1013	0.05673773127
1014	0.05669886249
1015	0.05665266499
1016	0.05660624241
1017	0.05656822252
1018	0.05652270891
1019	0.0564796742
1020	0.05642995018
1021	0.05638806578
1022	0.05634453453
1023	0.05628445177
1024	0.05624112079
1025	0.05619996264
1026	0.05615839353
1027	0.05612195329
1028	0.05608353148
1029	0.05602971606
1030	0.05595724812
1031	0.05590611855
1032	0.05586720656
1033	0.05581504572
1034	0.05577873467
1035	0.05574081369
1036	0.05569576639
1037	0.05567222542
1038	0.0556214219
1039	0.05557848454
1040	0.05552758928
1041	0.05549390834
1042	0.05545852971
1043	0.05542163878
1044	0.05537117885
1045	0.0553240973
1046	0.05527838125
1047	0.05523877424
1048	0.05519606924
1049	0.05514446731
1050	0.05509345748
1051	0.05505353327
1052	0.05501862746
1053	0.05498709703
1054	0.05494479866
1055	0.05488627371
1056	0.05483562601
1057	0.05479206081
1058	0.05475701262
1059	0.0547252637
1060	0.05469139724
1061	0.05464846784
1062	0.054600561
1063	0.05458439222
1064	0.05455187257
1065	0.05451475594
1066	0.05446108845
1067	0.0543989335
1068	0.05436128499
1069	0.05433048528
1070	0.05429945792
1071	0.05425013827
1072	0.05419274414
1073	0.05414461512
1074	0.05408420792
1075	0.0540378902
1076	0.05396684081
1077	0.05392304057
1078	0.05388973051
1079	0.05383686892
1080	0.05379401833
1081	0.05374958372
1082	0.05371929621
1083	0.05367324392
1084	0.05363783831
1085	0.05359497387
1086	0.05355533553
1087	0.0535233113
1088	0.05346565483
1089	0.05341854337
1090	0.05336009662
1091	0.05331955941
1092	0.05329155361
1093	0.05324009733
1094	0.05319864941
1095	0.05317382351
1096	0.0531276793
1097	0.05308456894
1098	0.05303174921
1099	0.05298453944
1100	0.05296722396
1101	0.05292881077
1102	0.05290064683
1103	0.05284106123
1104	0.05279901181
1105	0.05277217794
1106	0.0527450702
1107	0.05269200771
1108	0.05263699584
1109	0.05262096139
1110	0.05258546451
1111	0.05255060055
1112	0.05251567539
1113	0.05248598164
1114	0.05245464177
1115	0.05242328568
1116	0.05238478707
1117	0.05233280843
1118	0.05228919293
1119	0.05225866133
1120	0.05222577876
1121	0.05215902879
1122	0.05213008405
1123	0.05209495891
1124	0.05205774866
1125	0.05201707157
1126	0.05198385367
1127	0.05194125888
1128	0.05190871053
1129	0.05187917585
1130	0.0518290592
1131	0.05179301903
1132	0.05175788599
1133	0.05170986682
1134	0.05167237217
1135	0.05163347833
1136	0.05159848704
1137	0.05156455726
1138	0.0515198254
1139	0.05147608636
1140	0.05141580626
1141	0.05137083794
1142	0.05135176826
1143	0.05132059586
1144	0.05128286831
1145	0.05124287039
1146	0.05119997606
1147	0.0511733447
1148	0.0511310815
1149	0.05109430024
1150	0.05105913064
1151	0.05102605177
1152	0.05099299051
1153	0.05095620107
1154	0.05087460129
1155	0.05086113816
1156	0.05082275187
1157	0.05079407683
1158	0.05075362577
1159	0.05069721918
1160	0.05066605456
1161	0.05061207916
1162	0.05056858943
1163	0.05054309878
1164	0.05051321912
1165	0.05046656996
1166	0.05043896134
1167	0.0504068641
1168	0.05037053948
1169	0.05032957914
1170	0.05029078583
1171	0.05027253955
1172	0.05024039124
1173	0.05022719234
1174	0.05019447836
1175	0.05016302956
1176	0.05013795877
1177	0.05010572044
1178	0.05006647739
1179	0.05001565162
1180	0.04996788831
1181	0.04993474313
1182	0.04990043885
1183	0.04985641678
1184	0.0498292118
1185	0.04976178706
1186	0.04972895548
1187	0.04969199824
1188	0.04965867514
1189	0.04962924741
1190	0.0495796154
1191	0.04955939644
1192	0.04953330652
1193	0.04949455678
1194	0.04946418226
1195	0.04942447295
1196	0.04938562528
1197	0.04933911951
1198	0.04930866525
1199	0.04928040835
1200	0.04924253187
1201	0.04921963167
1202	0.04918507197
1203	0.04913760761
1204	0.04909932427
1205	0.0490774851
1206	0.04904560771
1207	0.04901246886
1208	0.04897647825
1209	0.0489359318
1210	0.04892063494
1211	0.04889102975
1212	0.04884792008
1213	0.04880962292
1214	0.04876184896
1215	0.04871347659
1216	0.04868311012
1217	0.04864568658
1218	0.04861509166
1219	0.04860103441
1220	0.04855846544
1221	0.04851792876
1222	0.04849490723
1223	0.04844465607
1224	0.04841595747
1225	0.04839283811
1226	0.04835538104
1227	0.04832769985
1228	0.04828674349
1229	0.0482605464
1230	0.04824739322
1231	0.04821511959
1232	0.04818361942
1233	0.04814838896
1234	0.04812695544
1235	0.04809860095
1236	0.04806893097
1237	0.0480294104
1238	0.04797787509
1239	0.04793585097
1240	0.04789493319
1241	0.04786603374
1242	0.04783255754
1243	0.04779313822
1244	0.04775341029
1245	0.04772660228
1246	0.04769557197
1247	0.04766796918
1248	0.04764392221
1249	0.04761341276
1250	0.04758794572
1251	0.04755227319
1252	0.04753325547
1253	0.04750613357
1254	0.0474624825
1255	0.04743548085
1256	0.04740468667
1257	0.04739281905
1258	0.04734810955
1259	0.04732306486
1260	0.0472878621
1261	0.04727021194
1262	0.04724254228
1263	0.04721469982
1264	0.04717545724
1265	0.04715048705
1266	0.04711195194
1267	0.04707689385
1268	0.04704786888
1269	0.04702408774
1270	0.04698063466
1271	0.0469672641
1272	0.04694367059
1273	0.04693120324
1274	0.04689243991
1275	0.04685276451
1276	0.04682570363
1277	0.04678985916
1278	0.04674720676
1279	0.0467098505
1280	0.04668278498
1281	0.04665194545
1282	0.04660521962
1283	0.04657969443
1284	0.0465537547
1285	0.04652553376
1286	0.04649449195
1287	0.0464621052
1288	0.04643975851
1289	0.04641080385
1290	0.04638240152
1291	0.04634948981
1292	0.04631000126
1293	0.0462822776
1294	0.0462546774
1295	0.04622628602
1296	0.04619733215
1297	0.04617162163
1298	0.04615360901
1299	0.04612014898
1300	0.04609224414
1301	0.04606720062
1302	0.04603460057
1303	0.04599625363
1304	0.0459759461
1305	0.04594802505
1306	0.0459104015
1307	0.04588668948
1308	0.04583252112
1309	0.0458013331
1310	0.04577159335
1311	0.04573881288
1312	0.04571128673
1313	0.04568149676
1314	0.04566440251
1315	0.04563389784
1316	0.04560755498
1317	0.04556866088
1318	0.04553890104
1319	0.0455202238
1320	0.04548826708
1321	0.04544218285
1322	0.04540940776
1323	0.04537631607
1324	0.04534787049
1325	0.04532990807
1326	0.04531279354
1327	0.04530013572
1328	0.0452677842
1329	0.04523229944
1330	0.04521965114
1331	0.04519820509
1332	0.04518756001
1333	0.04515892062
1334	0.04513727525
1335	0.04510628646
1336	0.04508664655
1337	0.04506207011
1338	0.04504386772
1339	0.04500855907
1340	0.0449788665
1341	0.04493010382
1342	0.04491166657
1343	0.04488383181
1344	0.04485901044
1345	0.04480168417
1346	0.04476737909
1347	0.04472751127
1348	0.04471213991
1349	0.04466971226
1350	0.0446314001
1351	0.04461697286
1352	0.04459669479
1353	0.04458068406
1354	0.04455562307
1355	0.04453084753
1356	0.04450463946
1357	0.0444714908
1358	0.04444696095
1359	0.04442671669
1360	0.04438775013
1361	0.04435313438
1362	0.04435235835
1363	0.04435139008
1364	0.04432222585
1365	0.04429692934
1366	0.04426995422
1367	0.04423441181
1368	0.04420221068
1369	0.04417977599
1370	0.04414381548
1371	0.04411945868
1372	0.04408771406
1373	0.04405977358
1374	0.04399870523
1375	0.0439808638
1376	0.04394250145
1377	0.04392107776
1378	0.04388194954
1379	0.0438582845
1380	0.04384915938
1381	0.04382343625
1382	0.04378162393
1383	0.04374726482
1384	0.04372865633
1385	0.04369488838
1386	0.04366819267
1387	0.04363337985
1388	0.0436088978
1389	0.04360075297
1390	0.04357444644
1391	0.04355392
1392	0.04352303697
1393	0.04349483005
1394	0.04347384173
1395	0.0434567341
1396	0.04342241004
1397	0.0434004599
1398	0.04337983119
1399	0.04335988954
1400	0.04333779707
1401	0.04331533839
1402	0.0432993018
1403	0.04327216151
1404	0.04325492747
1405	0.04322748686
1406	0.04318045219
1407	0.04315628025
1408	0.04313890494
1409	0.04310003274
1410	0.04307006268
1411	0.04304403409
1412	0.04301346996
1413	0.04298537704
1414	0.04296992347
1415	0.04295324211
1416	0.04293821933
1417	0.04291429764
1418	0.04286092955
1419	0.04283735488
1420	0.04279943282
1421	0.04277495136
1422	0.04274223258
1423	0.04272824912
1424	0.04268338786
1425	0.04265908696
1426	0.04262368789
1427	0.04260263874
1428	0.04259397449
1429	0.04256675169
1430	0.04254502081
1431	0.04251667614
1432	0.04249124171
1433	0.0424818896
1434	0.04245331157
1435	0.04242294517
1436	0.04239163104
1437	0.04235356504
1438	0.04232371963
1439	0.04229873843
1440	0.04227087374
1441	0.04225771396
1442	0.04223181638
1443	0.04219968055
1444	0.04217528257
1445	0.04213107095
1446	0.04208760268
1447	0.04206286778
1448	0.042042592
1449	0.04200558312
1450	0.04199265974
1451	0.04197592011
1452	0.04195728062
1453	0.04194922382
1454	0.04192423906
1455	0.04191799959
1456	0.04189294943
1457	0.04184981018
1458	0.04181312574
1459	0.04176630062
1460	0.04173215527
1461	0.04170280872
1462	0.04167498635
1463	0.04163250261
1464	0.04160240233
1465	0.04156907522
1466	0.04155250392
1467	0.04151758934
1468	0.0414881205
1469	0.04146042952
1470	0.04143736461
1471	0.04141800821
1472	0.04138325187
1473	0.04136007942
1474	0.04133348891
1475	0.04130924483
1476	0.04129321005
1477	0.04128128862
1478	0.04126346884
1479	0.04124572247
1480	0.04121088942
1481	0.04119128554
1482	0.04116350436
1483	0.04113571813
1484	0.04111672931
1485	0.04109437036
1486	0.04106673769
1487	0.04103522144
1488	0.04100734909
1489	0.04097643929
1490	0.0409605296
1491	0.04093323566
1492	0.04090741566
1493	0.0408789452
1494	0.04085458122
1495	0.04083697184
1496	0.04081103894
1497	0.04078118403
1498	0.0407579826
1499	0.04073299566
